date,time,zipcode_id,alimentos,restaurantes,hoteles,ocio,health_goods,aerolineas,servicios,bienes,gasolina,total
20250606,19,3340,8816.71,,,,,,993.61,8816.71,,9810.32
20250529,17,8300,5132.08,,,,,,,5132.08,,5132.08
20250604,9,8300,3526.9,,,,,,756.0,3526.9,,4282.9
20250528,1,10300,111.0,,,,,,,111.0,,111.0
20250520,2,13360,451.0,,,,56.5,,,507.5,,507.5
20250508,21,7530,2809.34,,,,,,,2809.34,,2809.34
20250528,18,11350,1956.5,,,,,,,1956.5,,1956.5
20250609,1,4230,6744.5,,,,796.02,,,7540.52,,7540.52
20250530,9,11350,2951.0,,,,,,,2951.0,,2951.0
20250613,0,2020,5114.0,1504.0,,,,,54515.75,8158.74,,62674.49
20250602,10,8300,2357.5,,,,,,,2357.5,,2357.5
20250506,9,3340,2817.5,,,,,,,2817.5,,2817.5
20250519,5,6140,2650.0,316.0,,,1841.53,,316.0,4491.53,,4807.53
20250531,4,16059,,288.0,,,,,,288.0,,288.0
20250605,11,16040,,,,,,,,16048.17,16048.17,16048.17
20250520,20,6170,5114.59,,,,,,144586.86,5114.59,,149701.45
20250519,6,14040,695.99,,,,,,,695.99,,695.99
20250523,1,4600,202.0,45.0,,,309.01,,,556.01,,556.01
20250511,9,4430,42.0,,,,,,,42.0,,42.0
20250508,19,3730,1067.45,5899.3,,,,,5899.3,1067.45,,6966.75
20250524,17,4850,9361.08,11302.6,,,,,11302.6,9361.08,,20663.68
20250607,19,15010,4415.6,,,,,,,4415.6,,4415.6
20250602,7,13200,409.5,375.0,,,,,,784.5,,784.5
20250527,14,4430,163.5,,,,,,,163.5,,163.5
20250528,6,7550,20.0,,,,1000.03,,,1020.03,,1020.03
20250504,4,7130,21.5,,,,,,,21.5,,21.5
20250608,16,16040,,,,,,,,13972.6,13972.6,13972.6
20250612,0,2750,2569.07,,,,,,3679.0,5048.75,,11677.33
20250607,22,3810,54366.29,,,1341.0,82088.5,,1341.0,137053.79,,138394.79
20250610,11,3740,,,,,,,1674.0,,,1674.0
20250511,23,15010,2501.3,,,,,,,2501.3,,2501.3
20250613,12,1790,1136.9,,,,,,,1136.9,,1136.9
20250524,1,1000,2012.5,,,,,,10000.0,9875.19,,20101.06
20250611,10,7979,475.0,,,,,,,475.0,,475.0
20250505,8,7899,24893.42,,,,,,4664.0,24893.42,,29557.42
20250520,0,10320,,,,,,,35000.0,,,35000.0
20250515,2,14040,750.4,,,,,,,750.4,,750.4
20250525,11,4430,611.0,,,,,,,611.0,,611.0
20250515,19,7860,2658.05,,,,25846.0,,,28504.05,,28504.05
20250612,18,7860,3852.53,,,,15121.0,,,18973.53,,18973.53
20250521,7,4850,3576.9,1149.0,,,,,1149.0,3576.9,,4725.9
20250512,15,9638,,,,,6529.85,,,6529.85,,6529.85
20250504,10,7550,1425.0,,,,1101.01,,,2526.01,,2526.01
20250510,23,1790,497.5,,,,,,,497.5,,497.5
20250517,7,9600,,,,,,,847.0,,,847.0
20250606,18,9780,173.0,,,,,,,173.0,,173.0
20250526,8,7550,388.0,,,,514.0,,,902.0,,902.0
20250603,10,7899,3757.48,,,,,,2017.0,3757.48,,5774.48
20250510,15,4430,173.5,,,,,,,173.5,,173.5
20250503,22,6170,8684.7,,,,,,40051.31,8684.7,,48736.01
20250605,3,7550,,,,,2560.71,,,2560.71,,2560.71
20250602,22,7860,823.5,,,,3736.5,,,4560.0,,4560.0
20250612,7,6140,18297.3,1195.0,,,,,2388.52,18297.3,,20685.82
20250515,9,6140,50345.12,566.0,,,530.0,,566.0,50875.12,,51441.12
20250505,23,3810,13626.01,,,50.0,33173.0,,50.0,48337.21,,48387.21
20250601,9,9780,50.0,186.0,,,1003.03,,,1239.03,,1239.03
20250511,18,9780,1706.5,,,,,,,1706.5,,1706.5
20250520,20,1790,2604.0,,,,,,,2604.0,,2604.0
20250507,5,7899,6818.5,,,,,,,6818.5,,6818.5
20250514,12,9780,80.0,87.0,,,1066.21,,,1233.21,,1233.21
20250509,18,7860,1555.0,,,,14722.0,,,16277.0,,16277.0
20250529,16,14120,531.0,,,,,,399799.78,531.0,,400330.78
20250530,6,4100,3154.0,,,,1281.61,,,4435.61,,4435.61
20250605,10,16040,,,,,,,,16712.27,16712.27,16712.27
20250510,23,9638,,,,,1431.57,,,1431.57,,1431.57
20250516,23,9780,405.0,,,,,,,405.0,,405.0
20250522,4,7899,2372.5,,,,,,,2372.5,,2372.5
20250506,7,7899,13112.9,,,,,,4323.0,13112.9,,17435.9
20250601,15,4430,2256.0,,,,,,,2256.0,,2256.0
20250513,11,13250,984.0,,,,1810.27,,,2794.27,,2794.27
20250515,3,4600,82.5,,,,4113.05,,,4195.55,,4195.55
20250530,22,3730,54.0,3970.9,,,,,3970.9,54.0,,4024.9
20250514,10,13250,436.0,,,,21.0,,,457.0,,457.0
20250511,14,15010,3246.34,,,,,,,3246.34,,3246.34
20250519,19,9638,,,,,9144.59,,,9144.59,,9144.59
20250611,13,4430,2565.48,,,,,,,2565.48,,2565.48
20250524,12,16040,,,,,,,,18089.52,18089.52,18089.52
20250518,18,16050,784.5,,,,3447.72,,,50153.14,,50153.14
20250527,19,7860,3843.6,,,,24596.5,,,28440.1,,28440.1
20250520,5,16040,,,,,,,,253.9,253.9,253.9
20250610,17,16040,,,,,,,,15141.01,15141.01,15141.01
20250504,1,7860,,,,,198.0,,,198.0,,198.0
20250603,10,16090,2619.9,,,,1518.01,,,4137.91,,4137.91
20250612,9,16040,,,,,,,,24786.78,24786.78,24786.78
20250519,23,6170,5794.1,,,,,,58684.91,5794.1,,64479.01
20250529,6,16090,6058.5,8.0,,,69.0,,,6407.8,,6407.8
20250506,18,4430,706.0,,,,,,,706.0,,706.0
20250609,15,6140,79587.86,,,,,,,79587.86,,79587.86
20250503,15,16090,5100.69,,,,,,,5100.69,,5100.69
20250522,8,4100,6442.3,,,,1291.02,,355.0,8854.08,,9209.08
20250514,22,15430,340.5,,,,,,,340.5,,340.5
20250523,8,6170,5710.49,736.5,,,,,35167.58,5710.49,,40878.07
20250504,11,16040,,,,,,,,13730.33,13730.33,13730.33
20250512,1,6170,1090.0,,,,,,15897.04,1090.0,,16987.04
20250518,13,14120,1612.0,,,,,,795264.41,1612.0,,796876.41
20250603,14,9780,188.0,,,,,,,188.0,,188.0
20250513,9,16090,10155.5,42.0,,,6160.55,,,16358.05,,16358.05
20250521,11,6140,72173.9,416.0,,,,,4763.33,72173.9,,76937.23
20250531,0,16730,,,,,,,150.0,5287.42,,5437.42
20250511,18,16090,3248.21,,,,,,,3248.21,,3248.21
20250529,23,16040,,,,,,,,4564.12,4564.12,4564.12
20250528,9,7979,418.0,,,,,,,418.0,,418.0
20250504,20,3730,125.0,5010.45,,,,,5010.45,125.0,,5135.45
20250527,12,9638,,,,,7956.33,,,7956.33,,7956.33
20250507,4,7979,219.0,,,,,,,219.0,,219.0
20250613,13,7860,2621.5,,,,4540.0,,,7161.5,,7161.5
20250513,10,1080,2671.5,,,,2421.77,,100.0,5093.27,,5193.27
20250602,19,15010,955.8,,,,,,,955.8,,955.8
20250512,9,4850,1460.5,780.0,,,,,780.0,1460.5,,2240.5
20250605,16,9638,,,,,8533.02,,,8533.02,,8533.02
20250613,20,15010,1906.4,,,,,,,1906.4,,1906.4
20250517,4,11950,12419.54,,,,,,,12419.54,,12419.54
20250609,21,3730,534.0,3779.73,,,,,3779.73,534.0,,4313.73
20250605,7,6170,3366.0,,,,,,14205.85,3366.0,,17571.85
20250519,0,4430,142.0,,,,,,,142.0,,142.0
20250502,16,4850,5284.17,,,,,,,5284.17,,5284.17
20250517,23,2000,1038.2,,,,,,,1038.2,,1038.2
20250529,10,4100,4716.8,,,,1819.93,,3785.8,8617.61,,12403.41
20250612,4,1000,1410.48,,,,1790.01,,355.44,8937.67,,10471.68
20250523,5,7550,,,,,1272.5,,,1272.5,,1272.5
20250520,4,4600,,,,,3264.38,,,3264.38,,3264.38
20250515,20,1790,5589.72,,,,,,,5589.72,,5589.72
20250612,7,16059,,78.0,,,,,,78.0,,78.0
20250516,23,1790,556.5,,,,,,,556.5,,556.5
20250502,23,4100,6862.4,,,,,,,6862.4,,6862.4
20250604,8,13250,353.0,,,,3185.5,,,3538.5,,3538.5
20250527,10,9780,37.0,352.53,,,4831.38,,,5220.91,,5220.91
20250503,7,4100,5312.0,,,,2650.08,,3595.5,7962.08,,11557.58
20250525,11,6140,61304.18,796.75,,,1670.5,,796.75,62974.68,,63771.43
20250502,22,8400,7670.88,,15225.62,,,,15225.62,7670.88,,22896.5
20250511,23,8400,6361.9,7210.55,,,,,7210.55,6361.9,,13572.45
20250517,7,13250,,,,,748.5,,,748.5,,748.5
20250514,0,1230,,,,,,,900.0,8220.0,,9120.0
20250521,0,2040,9105.34,,,,,,,45035.58,275.0,45035.58
20250531,14,15010,3047.5,,,,,,,3047.5,,3047.5
20250512,6,7979,926.98,,,,,,,926.98,,926.98
20250513,13,1790,1495.1,,,,,,,1495.1,,1495.1
20250607,22,16050,2485.5,,,,1012.95,,,4899.45,,4899.45
20250512,7,6170,1222.5,,,,,,19924.96,1222.5,,21147.46
20250512,23,16050,1807.0,,,,59.5,,,7711.7,,7711.7
20250531,17,3730,854.99,9395.17,,,,,9395.17,854.99,,10250.16
20250611,1,7860,88.0,,,,1018.0,,,1106.0,,1106.0
20250603,5,11590,1095.0,853.0,,,366.0,,2241266.26,3720.01,,2244986.27
20250504,18,15010,2616.5,,,,,,,2616.5,,2616.5
20250611,7,9600,,,,,,,5126.0,,,5126.0
20250530,21,4430,150.0,,,,,,,150.0,,150.0
20250613,23,15010,2245.5,,,,,,,2245.5,,2245.5
20250504,10,7860,1551.9,,,,15044.5,,,16596.4,,16596.4
20250519,23,16050,1155.0,,,,116.5,,,4438.95,,4438.95
20250530,1,3310,1217.5,913.5,,,,,770.0,5053.0,,5823.0
20250601,23,4430,268.7,,,,,,,268.7,,268.7
20250515,17,1790,3495.4,,,,,,,3495.4,,3495.4
20250510,5,7899,14318.48,,,,,,,14318.48,,14318.48
20250518,6,7860,227.5,,,,295.0,,,522.5,,522.5
20250506,10,14040,268.19,,,,,,,268.19,,268.19
20250513,9,16040,,,,,,,,13611.74,13611.74,13611.74
20250508,4,7979,1165.5,,,,,,,1165.5,,1165.5
20250521,21,9780,322.0,,,,,,,322.0,,322.0
20250505,23,4850,1517.3,1763.35,,,,,1763.35,1517.3,,3280.65
20250510,20,16090,6041.65,,,,,,,6041.65,,6041.65
20250516,20,9638,,,,,6491.64,,,6491.64,,6491.64
20250519,9,4410,349.0,,,,8172.0,,,8521.0,,8521.0
20250524,0,14335,,,,,,,746.0,,,746.0
20250531,13,3730,2158.5,9890.55,,,,,9890.55,2158.5,,12049.05
20250517,11,1220,523.5,,,,,,,523.5,,523.5
20250530,8,3104,13459.49,,,,173.5,,,16922.84,,16922.84
20250528,7,6920,8670.67,1056.0,,,580.73,,1056.0,9251.4,,10307.4
20250524,22,9860,4356.42,,,,4941.56,,,9297.98,,9297.98
20250522,6,11489,,170.0,,,,,,170.0,,170.0
20250610,15,9860,15408.27,,,,7721.88,,,23130.15,,23130.15
20250610,22,1250,199.4,,,,,,,199.4,,199.4
20250613,2,9030,204.0,,,,,,,204.0,,204.0
20250506,1,4370,1297.0,,,,,,,1297.0,,1297.0
20250512,11,4370,1143.88,3391.4,,,13893.0,,3391.4,15036.88,,18428.28
20250523,15,1580,646.5,,,,,,,646.5,,646.5
20250607,12,14900,2710.5,,,,,,,2710.5,,2710.5
20250531,8,8840,237.5,,,,,,,237.5,,237.5
20250602,13,14900,4766.9,,,,,,,4766.9,,4766.9
20250529,16,3310,107557.51,15040.27,,,,,22380.27,397288.46,,419668.73
20250519,14,9860,55034.33,,,,7288.65,,,62322.98,,62322.98
20250605,17,1250,624.5,,,,,,,624.5,,624.5
20250507,7,4370,2274.99,,,,1363.0,,,3637.99,,3637.99
20250518,19,1580,433.9,,,,,,,433.9,,433.9
20250518,22,6920,42034.86,6642.91,,,1708.27,,6642.91,43743.13,,50386.04
20250608,6,11489,,170.0,,,,,,170.0,,170.0
20250526,5,9850,7720.42,,,,1065.5,,,17019.27,1167.35,17019.27
20250525,16,9860,38549.42,,,,10333.32,,,48882.74,,48882.74
20250611,9,14900,1376.0,,,,,,,1376.0,,1376.0
20250524,10,4340,5390.9,,,,,,5010.0,6878.24,,11888.24
20250515,9,9810,1482.5,,,,,,,1482.5,,1482.5
20250525,22,9860,7000.75,,,,5762.18,,,12762.93,,12762.93
20250605,13,8840,829.0,,,,,,,829.0,,829.0
20250601,1,9810,273.0,44.0,,,,,,317.0,,317.0
20250602,5,1250,88.5,,,,,,,88.5,,88.5
20250528,18,9810,4176.8,,,,,,,4176.8,,4176.8
20250503,3,1250,38.0,,,,,,,38.0,,38.0
20250503,3,4370,1001.58,,,,,,,1001.58,,1001.58
20250513,20,6920,84593.99,3008.94,,,7173.33,,3008.94,91767.32,,94776.26
20250527,14,1580,501.9,,,,,,,501.9,,501.9
20250506,9,14900,1447.5,,,,,,,1447.5,,1447.5
20250525,13,14900,4266.2,,,,,,,4266.2,,4266.2
20250525,18,14900,1354.0,,,,,,,1354.0,,1354.0
20250525,7,1250,476.5,,,,,,,476.5,,476.5
20250525,22,8840,2823.45,,,,,,,2823.45,,2823.45
20250523,14,3580,1410.0,,,,,,,18949.25,,18949.25
20250523,0,15200,,,,,,,,25721.91,,25721.91
20250509,15,1580,262.0,,,,,,,262.0,,262.0
20250529,7,4490,,50.0,,,,,,50.0,,50.0
20250611,18,14900,1718.2,,,,,,,1718.2,,1718.2
20250520,4,4650,189.5,,,,,,,1019.5,,1019.5
20250605,6,1580,64.0,,,,,,,64.0,,64.0
20250519,0,1580,111.0,,,,,,,111.0,,111.0
20250529,15,14900,743.0,,,,,,,743.0,,743.0
20250515,2,7850,,,,,,,,280604.99,,280604.99
20250527,9,3104,4945.9,,,,,,629.0,4945.9,,5574.9
20250526,23,9860,3635.2,,,,388.95,,,4024.15,,4024.15
20250508,22,6920,28927.33,3384.6,,,426.76,,3384.6,29354.09,,32738.69
20250604,21,1580,1274.0,,,,,,,1274.0,,1274.0
20250611,3,4370,2070.0,,,,,,,2070.0,,2070.0
20250502,6,7850,,,,,,,,44845.33,,44845.33
20250507,3,7969,45.0,,,,352.0,,,397.0,,397.0
20250502,12,11489,,60.0,,,,,,60.0,,60.0
20250602,12,4340,2731.9,,,,,,,4554.48,,4554.48
20250525,8,6920,16192.6,4867.0,,,3858.03,,4867.0,20050.63,,24917.63
20250510,1,6920,1099.99,505.0,,,,,505.0,1099.99,,1604.99
20250606,23,14900,272.0,,,,,,,272.0,,272.0
20250528,19,4340,4257.0,,,,,,8200.0,5446.7,,13646.7
20250502,16,14900,1552.0,,,,,,,1552.0,,1552.0
20250510,20,1250,1528.5,,,,,,,1528.5,,1528.5
20250511,13,9810,6889.0,,,,,,,6889.0,,6889.0
20250514,23,3104,5425.51,,,,,,,5425.51,,5425.51
20250528,17,4340,4502.8,,,,,,2500.0,5490.56,,7990.56
20250521,0,1200,,,,,,,,3382.0,,3382.0
20250613,0,7920,11408.5,,4790.0,,,,19094.9,42212.35,,61307.25
20250515,20,3104,10421.42,,,,,,,10421.42,,10421.42
20250518,15,1580,2812.0,,,,,,,2812.0,,2812.0
20250523,17,3104,9256.7,,,,,,,9256.7,,9256.7
20250608,10,4340,2081.5,,,,,,,3725.13,,3725.13
20250528,5,1220,99.0,,,,,,,99.0,,99.0
20250507,15,3104,10436.91,,,,,,,10436.91,,10436.91
20250517,20,1220,3586.0,,,,,,,3586.0,,3586.0
20250606,20,1250,1451.0,,,,,,,1451.0,,1451.0
20250526,20,1580,680.3,,,,,,,680.3,,680.3
20250505,23,14900,660.0,,,,,,,660.0,,660.0
20250603,0,7180,,,,,,,2285.0,969.0,,3254.0
20250518,9,11489,,71.0,,,,,,71.0,,71.0
20250523,1,7040,,,,,,,,,,689.11
20250601,20,3580,1342.5,,,,,,,27989.16,,27989.16
20250610,10,14900,1179.5,,,,,,,1179.5,,1179.5
20250513,10,6920,17858.19,1554.2,,,4260.09,,1554.2,22118.28,,23672.48
20250602,9,4340,1593.02,,,,,,,1847.94,,1847.94
20250517,0,16070,7006.25,22747.0,,,28.0,,5324.0,102901.7,,108225.7
20250601,3,7040,23.0,,,,,,,23.0,,1325.55
20250513,19,2130,757.0,,,,,,740.0,757.0,,1497.0
20250517,13,3104,10703.65,,,,,,,10703.65,,10703.65
20250515,18,14420,73669.02,2447.0,,,3585.66,,2447.0,181021.77,,188384.57
20250507,12,6920,44271.74,3737.9,,,4157.84,,3737.9,48429.58,,52167.48
20250502,10,3104,6735.0,,,,135.0,,,6870.0,,6870.0
20250503,20,2130,1861.5,,,,,,1973.09,1861.5,,3834.59
20250512,14,3580,1305.0,,,,,,,107327.02,,107327.02
20250512,1,4370,2453.0,,,,286.5,,,2739.5,,2739.5
20250610,8,7040,2115.0,,,,,,,2115.0,,3817.53
20250531,21,6920,82145.72,6233.8,,,5309.47,,6233.8,87455.19,,93688.99
20250611,3,7040,,,,,,,,,,569.81
20250612,14,3310,122189.54,11439.4,,,,,24668.4,445796.72,,470465.12
20250613,22,9810,3036.18,,,,,,,3036.18,,3036.18
20250524,0,5219,3032.8,1971.0,,,,,2321.0,10573.8,,14829.8
20250531,1,4370,1888.39,,,,34.5,,,1922.89,,1922.89
20250604,1,11489,,85.0,,,,,,85.0,,85.0
20250606,13,9810,4412.3,,,,,,,4412.3,,4412.3
20250512,23,1220,311.5,,,,,,,311.5,,311.5
20250512,22,14900,3061.6,,,,,,,3061.6,,3061.6
20250510,15,9860,15606.84,,,,9122.24,,,24729.08,,24729.08
20250516,8,8840,1841.4,,,,,,,1841.4,,1841.4
20250504,7,1220,157.5,,,,,,,157.5,,157.5
20250611,0,2459,49.0,,,,9706.98,,2767.0,53022.99,,55789.99
20250503,6,7040,122.4,,,,,,,122.4,,1307.09
20250515,15,11860,1203.53,,,,,,,14343.54,,14343.54
20250531,13,6920,26578.84,9054.57,,,3897.68,,9054.57,30476.52,,39531.09
20250527,6,14900,1056.0,,,,,,,1056.0,,1056.0
20250603,13,1220,810.9,,,,,,,810.9,,810.9
20250608,10,14900,7373.0,,,,,,,7373.0,,7373.0
20250519,15,4340,4309.6,,,,,,,6195.38,,6195.38
20250522,18,2130,890.0,,,,,,9898.48,890.0,,10788.48
20250601,14,1220,973.8,,,,,,,973.8,,973.8
20250510,23,6920,3422.87,5605.5,,,211.73,,5605.5,3634.6,,9240.1
20250608,14,11860,1999.43,,,,,,,2793.43,,2793.43
20250610,14,14900,1256.8,,,,,,,1256.8,,1256.8
20250523,12,3104,10713.1,,,,96.0,,,13699.98,,13699.98
20250512,13,14610,3000.0,,,,,,,3000.0,,3000.0
20250609,22,9880,3929.5,5850.9,,,,,5850.9,3929.5,,9780.4
20250517,7,10020,983.5,,,,,,,983.5,,983.5
20250524,7,15970,805.5,,,,,,,2440.4,,2440.4
20250503,13,8220,6388.94,,,,10464.5,,,16853.44,,16853.44
20250525,19,4810,3551.14,,,,,,,3551.14,,3551.14
20250522,12,9880,1359.7,5692.31,,,9332.02,,8862.31,14469.22,,23331.53
20250606,0,14275,,,,,,,1850.0,11080.55,,12930.55
20250527,2,1430,278.0,,,,,,,278.0,,278.0
20250521,22,13700,139.0,,,,,,,139.0,,139.0
20250531,7,15970,1188.0,,,,,,,2908.55,,2908.55
20250525,14,2860,,,,,,,,158948.13,,158948.13
20250527,15,4810,1328.17,,,,,,,1328.17,,1328.17
20250522,14,2440,883.5,4140.13,,,,,4140.13,883.5,,5023.63
20250601,8,6200,1337.78,499.0,,,1885.01,,,3721.79,,3721.79
20250602,11,14610,1299.5,,,,,,,1299.5,,1299.5
20250521,19,7050,1784.67,,,,,,,1784.67,,1784.67
20250505,15,1010,138767.99,,,,,,12047.0,341223.39,,353270.39
20250607,22,6070,2112.9,,,,,,,2112.9,,2112.9
20250503,21,3230,2859.0,,,,,,43048.84,17596.2,,60645.04
20250524,0,9838,234.0,,,,,,,234.0,,234.0
20250526,0,3590,,45642.4,12530.0,,,,58172.4,,,58172.4
20250520,6,7370,593.0,70.0,,,3150.28,,,3813.28,,3813.28
20250504,16,14610,2875.5,,,,,,,2875.5,,2875.5
20250608,5,9838,110.5,,,,,,,110.5,,110.5
20250507,14,10020,1741.63,,,,,,,1741.63,,1741.63
20250606,21,7050,810.53,,,,,,,810.53,,810.53
20250604,19,13700,4218.41,,,,,,,4218.41,,4218.41
20250609,17,7370,57414.24,,,,,,717.0,62161.24,,62878.24
20250509,9,2860,,,,,,,,31285.5,,31285.5
20250521,16,4810,2508.2,,,,,,,2508.2,,2508.2
20250514,12,13700,2215.5,,,,,,,2215.5,,2215.5
20250522,10,6200,1107.55,709.76,,,3334.03,,,5151.34,,5151.34
20250510,17,13700,728.38,,,,,,,728.38,,728.38
20250609,8,13700,843.0,209.0,,,,,,1052.0,,1052.0
20250503,8,7370,6637.05,470.5,,,1738.0,,1237.0,8845.55,,10082.55
20250504,16,15970,4276.5,,,,,,,40294.5,,40294.5
20250517,13,9227,481.5,,,,,,,481.5,,481.5
20250605,15,6070,21855.89,,,,,,,21855.89,,21855.89
20250513,7,2440,382.0,,,,,,,382.0,,382.0
20250531,21,13700,1500.02,,,,,,,1500.02,,1500.02
20250603,18,9227,863.5,,,,,,,863.5,,863.5
20250603,11,6200,476.5,64.0,,,7417.25,,,7957.75,,7957.75
20250525,11,2860,,,,,,,,170006.31,,170006.31
20250506,10,3230,2961.99,,,,,,18870.72,16677.91,,35548.63
20250520,21,7050,1117.83,,,,,,,1117.83,,1117.83
20250602,18,2440,2163.4,,,,,,,2163.4,,2163.4
20250607,15,14610,3890.5,,,,,,,3890.5,,3890.5
20250524,14,15970,1663.5,,,,,,,9471.3,,9471.3
20250516,7,6070,2847.71,,,,1417.5,,,4265.21,,4265.21
20250520,3,11230,,,,,,,,3919.78,,3919.78
20250521,8,7370,11377.5,,,,4818.31,,,16195.81,,16195.81
20250502,11,7370,21573.7,,,,834.5,,,22408.2,,22408.2
20250613,10,8220,1476.43,,,,12780.5,,,14256.93,,14256.93
20250525,9,15309,,76.0,,,,,,76.0,,76.0
20250503,11,9838,1887.84,,,,,,,1887.84,,1887.84
20250523,2,9838,85.0,,,,,,,85.0,,85.0
20250512,23,9227,683.0,,,,,,,683.0,,683.0
20250602,20,14610,1086.0,,,,,,,1086.0,,1086.0
20250602,10,7050,1485.64,,,,,,,2425.64,,2425.64
20250510,15,9227,749.5,,,,,,,749.5,,749.5
20250503,19,9880,1695.58,2620.4,,,11448.0,,2620.4,14300.08,,16920.48
20250503,0,3590,,30460.4,4270.0,,,,34730.4,,,34730.4
20250517,8,9880,10947.0,743.9,,,3686.83,,1521.9,14633.83,,16155.73
20250503,17,13700,963.59,,,,,,,963.59,,963.59
20250525,12,2440,2569.5,9101.05,,,,,9101.05,2569.5,,11670.55
20250517,2,11230,,,,,,,,5201.6,,5201.6
20250512,12,7050,2219.58,,,,,,20.0,3521.58,,3541.58
20250608,14,10020,2060.41,,,,,,,2060.41,,2060.41
20250508,13,8220,1668.36,,,,11095.5,,,12763.86,,12763.86
20250611,13,8220,4691.37,,,,17747.5,,,22438.87,,22438.87
20250502,21,14610,2810.5,,,,,,,2810.5,,2810.5
20250527,14,3230,4740.63,,,,,,117907.36,37250.82,,155158.18
20250504,13,3230,4169.0,,,,,,23490.12,28421.6,,51911.72
20250508,16,2860,,,,,,,,86960.65,,86960.65
20250527,16,9880,784.52,2635.5,,,1286.5,,2635.5,3505.52,,6141.02
20250607,12,9880,2561.76,11029.0,,,7078.5,,18451.0,9640.26,,28091.26
20250605,19,10020,2113.76,,,,,,,2113.76,,2113.76
20250511,9,15970,2328.53,,,,,,,148074.25,,148074.25
20250517,10,7050,639.5,,,,,,,959.5,,959.5
20250603,10,10020,2210.94,,,,,,,2210.94,,2210.94
20250517,13,8220,2378.95,,,,16005.5,,,18384.45,,18384.45
20250512,9,3230,4038.39,,,,,,,8050.44,,8050.44
20250521,19,3230,2837.5,,,,,,122716.8,16693.0,,139409.8
20250507,0,2500,,,,,,,,7630.0,,7630.0
20250513,16,15970,2337.0,,,,,,,12460.0,,12460.0
20250523,9,7370,7641.19,,,,692.5,,591.0,8333.69,,8924.69
20250531,2,1110,,,,,863.11,,,863.11,,863.11
20250517,0,15390,18068.0,10439.0,,,,,18898.0,27521.44,,46419.44
20250609,14,9880,1543.54,15436.27,,,,,15436.27,5258.49,,20694.76
20250502,13,1010,184379.84,,,,,,4421.0,382014.53,,386435.53
20250518,2,1408,2446.46,,,,,,,2446.46,,2446.46
20250524,6,4810,632.5,94.0,,,2097.93,,,2824.43,,2824.43
20250503,16,2860,,,,,,,,91201.32,,91201.32
20250522,1,1408,1061.8,,,,,,,1061.8,,1061.8
20250505,10,15309,,39.0,,,,,,39.0,,39.0
20250610,18,7050,3808.12,,,,,,,3808.12,,3808.12
20250510,2,9227,163.5,,,,,,,163.5,,163.5
20250603,2,3400,717.0,157.0,,,,,,874.0,,874.0
20250601,22,4810,798.0,,,,,,,798.0,,798.0
20250519,6,9870,28.0,,,,,,,28.0,,28.0
20250511,0,14389,,,,,,,6385.0,,,6385.0
20250507,13,6070,18605.52,,,,,,,18605.52,,18605.52
20250608,4,1430,1099.0,,,,,,,1099.0,,1099.0
20250509,5,1408,6092.96,,,,,,,6092.96,,6092.96
20250516,0,16740,1583.5,,,,,,,4793.5,,4793.5
20250510,2,1430,396.0,,,,,,,396.0,,396.0
20250514,11,15970,1455.4,,,,,,,15854.9,,15854.9
20250609,16,14610,3821.0,,,,,,,3821.0,,3821.0
20250506,9,15970,3775.36,,,,,,,8061.86,,8061.86
20250521,16,14610,2530.8,,,,,,,2530.8,,2530.8
20250529,9,1010,50705.27,2614.0,,,350.5,,4827.0,66688.14,,71515.14
20250523,13,9838,1778.6,,,,,,,1778.6,,1778.6
20250511,14,7050,2313.76,,,,,,,2313.76,,2313.76
20250503,6,2100,3309.5,702.0,,,3427.52,,712.0,58035.18,,59972.6
20250518,19,1010,133850.45,,,,,,6531.0,290340.55,,296871.55
20250525,18,2440,4594.5,5151.2,,,,,5151.2,4594.5,,9745.7
20250503,15,7050,694.03,,,,,,,694.03,,694.03
20250604,9,9838,834.5,,,,,,,834.5,,834.5
20250509,12,4810,724.5,,,,1881.01,,,2605.51,,2605.51
20250523,11,4810,2931.0,,,,3560.53,,,6491.53,,6491.53
20250606,18,2440,3040.22,1161.49,,,,,1161.49,3040.22,,4201.71
20250509,10,9880,3604.0,2820.4,,,8506.4,,16038.4,16094.05,,32132.45
20250606,20,7370,44729.27,,,,,,,50142.27,,50142.27
20250522,0,1800,3050.0,,,,2195.72,,,19553.62,,19553.62
20250518,6,6070,108.5,,,,307.0,,,415.5,,415.5
20250517,11,2440,1593.4,5092.11,,,,,5092.11,1593.4,,6685.51
20250507,20,10020,3069.35,,,,,,,3069.35,,3069.35
20250612,16,7370,17938.59,,,,,,1021.0,18688.59,,19709.59
20250601,13,9880,2294.44,,,,10658.0,,,26801.24,,26801.24
20250506,11,13700,836.45,,,,,,,836.45,,836.45
20250603,21,9880,1114.45,14170.93,,,4957.0,,14170.93,6589.45,,20760.38
20250613,18,1010,85886.74,,,,,,4909.4,178084.27,,182993.67
20250530,16,13700,1591.19,,,,,,,1591.19,,1591.19
20250527,9,9838,548.0,,,,,,,548.0,,548.0
20250609,13,14610,3537.0,,,,,,,3537.0,,3537.0
20250612,10,11230,1631.7,,,,,,,3087.63,,3087.63
20250515,20,9838,3055.2,,,,,,,3055.2,,3055.2
20250612,5,1430,164.0,,,,,,,164.0,,164.0
20250525,13,2860,,,,,,,,200476.21,,200476.21
20250611,18,15970,2278.4,,,,,,,22204.45,,22204.45
