date,time,zipcode_id,alimentos,restaurantes,hoteles,ocio,health_goods,aerolineas,servicios,bienes,gasolina,total
20250525,7,14650,882.0,1871.48,,,767.0,,,3520.48,,4155.06
20250503,17,14210,18659.0,,,,,,2712.0,18659.0,,21371.0
20250611,16,11529,6637.15,,,,,,617708.89,1343652.78,,1961361.67
20250608,22,16740,10359.66,,,,,,,10359.66,,10359.66
20250506,21,6700,41072.01,656.0,,,6232.5,,546673.23,128407.92,,675081.15
20250609,5,14700,6570.5,50.0,,,150.33,,,6770.83,,6770.83
20250502,14,7130,2488.1,,,,,,,2488.1,,2488.1
20250610,2,3810,4314.99,2027.0,,,18660.0,,46012.06,25469.39,,71481.45
20250512,15,11810,616.9,,,,10733.0,,,11349.9,,11349.9
20250529,16,9040,1196.0,815.25,,,835.61,,2974.31,26778.57,,29752.88
20250606,14,4630,3215.46,,,,,,,3215.46,,3215.46
20250506,18,11410,14882.14,1897.4,,,,,1897.4,14882.14,,23342.49
20250603,6,6760,2049.5,,,,18571.11,,6014.0,23543.11,,29557.11
20250504,15,9640,3959.41,,,,,,,3959.41,,3959.41
20250507,12,3600,3645.65,1671.5,,,6258.29,,14429.0,10575.44,,25004.44
20250516,21,9910,78356.81,,,,,,,129348.6,,134459.2
20250503,5,2430,1572.0,,,,,,3192.75,2783.0,,5975.75
20250529,4,15620,4354.39,,,,,,55270.38,10213.51,,65483.89
20250502,17,3100,159930.61,620.35,,,61409.5,,280931.75,880778.3,,1161710.05
20250611,17,4500,,,,,,,15229.02,182195.71,,197424.73
20250512,15,6050,7414.5,7530.3,,,,,7530.3,44584.83,,55449.85
20250517,12,3100,156308.71,33884.06,,3990.0,39949.06,,357477.87,574921.26,,934793.62
20250503,9,3020,44905.05,16734.95,,,31994.58,,24631.26,122114.73,,146745.99
20250525,9,6000,14193.36,2674.9,,,25872.36,,30640.54,79466.48,,110137.01
20250611,15,9870,392.0,,,,,,,392.0,,392.0
20250528,10,3410,2943.19,136.5,,,,,,3079.69,,3079.69
20250507,0,7140,47.0,,,,240.0,,,287.0,,4272.0
20250613,7,6050,5013.31,35.0,,,1903.62,,35.0,9016.28,,9051.28
20250610,5,11840,55.5,,,,,,,55.5,,55.5
20250517,13,15850,4038.65,,,,6062.5,,,10101.15,,10101.15
20250521,0,2120,,6360.0,,,,,9820.0,457515.96,,467335.96
20250515,19,9910,63214.56,,,,,,32241.0,325763.45,,364553.74
20250604,17,3600,4875.0,1641.8,,,,,24933.8,4875.0,,29808.8
20250522,23,2080,9659.66,3062.8,,,5.0,,3062.8,9664.66,,12727.46
20250611,5,7750,549.0,,,,,,,549.0,,549.0
20250602,6,6090,480.0,,,,894.72,,,2014.72,,2014.72
20250531,1,10200,2293.99,,,,176.0,,1449.0,7208.99,,8657.99
20250605,0,1900,54737.2,886590.38,,15061.65,200451.47,,1641498.0,2622687.0,,4808925.23
20250522,20,4700,11712.37,6144.55,16015.37,,30392.5,,22159.92,80952.26,,110928.28
20250508,2,9000,2215.96,721.25,,,257.6,,480.0,5419.81,,5899.81
20250506,18,2770,4498986.01,,,,,,,4498986.01,,4498986.01
20250529,17,4260,2078.4,,,,,,,2078.4,,2078.4
20250509,19,16010,6630.8,,,,,,,6630.8,,6630.8
20250529,13,9730,1643.43,,,,5372.76,,,7016.19,,7016.19
20250509,18,4330,72501.71,,,,,,10276.33,123983.1,,134259.43
20250531,8,7750,5032.21,,,,,,,5032.21,,5032.21
20250516,10,11320,45670.36,,,,7733.54,,1312021.65,267346.15,,1579367.8
20250607,4,11590,1406.0,1367.5,,,507.5,,1821771.55,4893.01,,1826664.56
20250522,23,15620,5838.4,,,,,,,5838.4,,5838.4
20250612,9,4700,3442.81,1416.55,960.0,,7348.01,,2376.55,19268.33,,21644.88
20250611,14,10200,43123.66,5658.4,,,,,78798.21,43123.66,,121921.87
20250505,13,9870,1298.5,,,,,,,1298.5,,1298.5
20250520,4,6000,10937.97,1399.0,,,27415.72,,2352.0,161808.67,,176848.85
20250612,20,6050,8097.52,2519.02,,,,,2519.02,33270.0,,35789.02
20250531,8,2710,7425.61,,,,2095.28,,,40658.94,,40658.94
20250513,22,5240,312.0,,,,2542.0,,,2854.0,,2854.0
20250612,0,2300,67804.69,171002.79,157944.72,,,,429512.13,1018262.5,,1570206.65
20250604,20,2710,14083.14,,,,7923.76,,,22006.9,,22006.9
20250508,15,6020,2270.5,,,,,,,3569.5,,3569.5
20250528,1,11910,1299.5,,,,,,,1299.5,,1299.5
20250608,7,11570,11412.8,236.0,,,5584.14,,236.0,16996.94,,17232.94
20250517,10,1420,173.0,,,,,,,173.0,,173.0
20250517,12,15620,8331.5,,,,,,128875.38,19343.86,,148219.24
20250610,7,4800,1515.5,,,,341.51,,,1857.01,,8536.88
20250524,19,3330,20733.65,16289.0,,39240.3,,,55529.3,532913.5,,596354.6
20250512,0,6050,16961.5,73902.29,12400.0,,,,121552.69,164050.65,,285603.34
20250503,20,1389,254.5,,,,,,,254.5,,254.5
20250520,11,2430,16190.47,,,,,,,50942.35,,50942.35
20250519,15,15850,4144.0,,,,2265.0,,,6409.0,,6409.0
20250512,5,11570,2341.95,,,,807.9,,,3149.85,,3149.85
20250524,23,7750,780.5,,,,,,,780.5,,780.5
20250605,8,10200,19502.39,512.6,,,3705.5,,80161.6,23207.89,,103369.49
20250517,15,6050,12060.46,12839.6,,,,,15757.6,66315.1,,84878.4
20250521,15,6300,109159.16,,,,6427.16,,,133193.93,,133193.93
20250604,8,16010,2166.5,,,,,,,2166.5,,2166.5
20250516,22,4650,6770.52,,,,,,,6770.52,,6770.52
20250525,22,2710,9367.32,,,,865.85,,,10233.17,,10233.17
20250516,4,3410,117.5,1156.0,,,,,,1273.5,,1273.5
20250526,0,6020,1484.0,7694.0,13249.24,5070.0,4538.0,,25358.24,317626.21,,342984.45
20250602,2,6600,14791.2,2101.0,,,2762.32,,138370.19,31480.24,,169850.43
20250521,14,8500,21083.18,,,,8815.36,,,37749.39,,37749.39
20250515,6,6000,16612.47,3059.0,,,9481.09,,4491.0,125468.16,,141418.05
20250529,3,11529,,,,13680.0,,,113496.76,62333.9,,175830.66
20250514,22,4500,,,,,,,,3542.8,,3542.8
20250527,6,3000,1853.99,,,,2556.77,,,15924.39,,23736.5
20250520,2,11910,1635.99,,,,,,,1635.99,,1635.99
20250507,7,3000,4468.0,,,,1310.03,,,15712.86,,19178.67
20250522,8,6090,2280.42,,,,2600.19,,,6892.86,,6892.86
20250520,12,15850,3230.8,48.0,,,1612.0,,533.0,4890.8,,5423.8
20250605,1,2080,6658.94,140.0,,,,,378.0,10873.5,,11251.5
20250506,15,7750,2354.5,,,,,,,2354.5,,2354.5
20250504,23,2710,6392.3,,,,,,,6392.3,,6392.3
20250523,10,16010,3661.49,,,,,,,3661.49,,3661.49
20250516,20,3100,202905.58,11232.05,,13872.58,78740.0,,206059.83,756078.62,,962138.45
20250516,10,7750,2859.9,,,,,,,2859.9,,2859.9
20250520,19,3200,45537.48,,,,10228.5,,1253092.8,55765.98,,1308858.78
20250612,5,3100,22998.54,8202.9,,,5460.3,,9122.6,47886.79,,61637.92
20250531,0,15810,61933.69,331.0,,,2535.0,,158124.67,346552.31,,504676.98
20250601,0,13230,74.0,,,,406.94,,,56767.89,,56767.89
20250601,18,3100,137269.67,1307.5,,,24924.5,,233545.34,1580312.21,,1813857.55
20250525,18,1420,1395.0,,,,,,,1395.0,,1395.0
20250509,0,3023,6313.5,134928.1,,,8111.27,,202372.11,113223.51,,315595.62
20250514,11,6000,10568.58,4598.7,,,12042.42,,38003.42,137113.18,,191547.6
20250508,13,15620,2979.5,,,,,,6288.0,2979.5,,9267.5
20250610,9,6090,2095.46,,,,2773.78,,,13566.17,,13566.17
20250517,1,6010,2067.5,579.0,,,106.0,,3930.0,60689.64,,64619.64
20250511,7,15850,1409.83,,,,256.0,,3135.0,1665.83,,4800.83
20250517,6,6300,14106.36,389.0,,,663.5,,,15158.86,,15158.86
20250613,20,11840,2550.0,,,,,,,2550.0,,2550.0
20250506,7,6470,10150.35,263.5,,,884.54,,3074.0,21168.24,,24242.24
20250604,22,4800,1765.5,,,,,,,1765.5,,1765.5
20250524,15,2710,16852.82,,,,4404.72,,,21257.54,,21257.54
20250520,7,6300,33756.78,427.0,,,119.0,,1733.0,34302.78,,36035.78
20250509,7,16050,191.5,2874.0,,,2056.89,,9669.1,5122.39,,14791.49
20250502,16,3600,6707.28,5889.66,,,,,18347.67,6707.28,,25054.95
20250507,8,1330,1601.4,,,,,,,1601.4,,1601.4
20250610,9,11850,7259.8,,,,,,,8648.85,,8648.85
20250613,16,9870,615.5,,,,,,,615.5,,615.5
20250524,1,11570,6594.96,8032.53,,,2628.9,,8032.53,9223.86,,17256.39
20250523,11,3200,17322.77,,,,3815.5,,5216768.13,21138.27,,5237906.4
20250507,10,11570,53191.94,2690.0,,,30791.63,,3777.0,103066.43,,106843.43
20250531,22,5240,1400.0,,,,9882.0,,,11282.0,,11282.0
20250601,1,15620,2699.5,,,,,,27363.32,16732.55,,44095.87
20250610,17,4260,2148.86,,,,,,,2148.86,,2148.86
20250523,22,4260,1713.9,,,,,,,1713.9,,1713.9
20250524,14,2770,8111450.93,,,,,,,8111450.93,,8111450.93
20250602,7,7750,615.0,,,,,,,615.0,,615.0
20250606,6,2340,,,,,,,5163.0,3334.6,,8497.6
20250610,4,3300,457.72,1533.15,,,10202.53,,7499.0,12992.9,799.5,20491.9
20250505,3,11320,5825.34,,,,1849.53,,,48387.96,,48387.96
20250531,19,3000,5862.48,18786.45,,,,,18786.45,48204.48,,66990.93
20250604,19,2710,16044.87,,,,5949.13,,,21994.0,,21994.0
20250502,12,4330,114400.93,,,,,,3497.7,196201.09,,199698.79
20250509,10,1389,1807.0,,,,,,,1807.0,,1807.0
20250505,23,4650,1385.5,,,,,,,1385.5,,1385.5
20250522,12,2090,540.0,80.0,,,,,,620.0,,620.0
20250529,21,6060,2694.9,,,,4925.0,,,77190.15,,77190.15
20250509,14,4918,2650.0,,,,19160.56,,,21810.56,,21810.56
20250519,0,4650,2099.47,5048.0,41590.0,,,,46638.0,19645.87,,66283.87
20250509,6,11320,15325.73,,,,5119.84,,1093202.38,42895.76,,1136098.14
20250509,22,11590,5691.76,,,,2903.66,,9302792.35,8595.42,,9311387.77
20250612,4,11910,728.5,,,,,,,728.5,,728.5
20250518,9,4260,12964.25,,,,,,3570.0,12964.25,,16534.25
20250602,23,11529,1977.4,,,,,,387754.12,1114169.11,,1501923.23
20250515,21,6020,3628.0,,,,,,,3957.0,,3957.0
20250527,5,9000,4703.38,,,,277.0,,2875.0,6749.93,,9624.93
20250526,17,4330,172291.05,,,,,,130.0,200572.56,,200702.56
20250512,4,3100,32686.45,4506.25,,,8962.9,,15598.0,65742.94,,86611.12
20250506,14,6470,32526.93,,,,2885.83,,8491.5,61284.07,,69775.57
20250522,9,11590,32566.56,4878.1,,,5036.51,,65494.51,45838.79,,111333.3
20250526,2,11910,1233.98,,,,,,,1233.98,,1233.98
20250527,19,2960,6454.29,,,,,,,7632.79,,7632.79
20250526,11,16010,8295.0,,,,,,,8295.0,,8295.0
20250525,5,7300,10160.17,,,6817.0,4290.0,,6817.0,26795.78,,38979.89
20250514,15,4330,57459.24,,,,,,22507.98,73420.1,,95928.08
20250531,7,4800,885.0,,,,349.0,,,1234.0,,6132.53
20250524,19,11840,1276.9,,,,,,,1276.9,,1276.9
20250601,17,3100,156208.53,4007.48,,,26457.0,,297310.8,1331717.62,,1629028.42
20250517,0,6350,69142.45,715180.23,18150.0,970.0,5293.18,23048.46,802983.79,720442.88,,1530191.79
20250520,12,2960,3753.19,,,,784.5,,,5630.41,,5630.41
20250529,20,6050,4976.0,4130.45,,,,,4130.45,43030.68,,47161.13
20250511,6,2430,8244.0,,,,,,4049.3,8635.0,,12684.3
20250528,3,3410,78.0,2382.09,,,,,,5245.09,,5245.09
20250510,9,11320,43481.51,,,,8670.6,,820126.8,136923.62,,957050.42
20250506,11,2770,3844220.46,,,,,,,3844220.46,,3844220.46
20250522,16,7750,537.5,,,,,,,5515.06,,5515.06
20250613,4,3000,746.0,559.0,,,,,559.0,11180.93,,19204.63
20250521,15,2960,5270.45,,,,,,,8230.09,,8230.09
20250523,15,3810,84736.39,7907.4,,4457.0,271022.5,,12364.4,399318.86,,411683.26
20250505,12,15850,5675.69,158.0,,,5897.0,,,11730.69,,11730.69
20250604,11,4260,3908.0,,,,,,1534.0,3908.0,,5442.0
20250606,11,1080,1556.5,,,,553.0,,1691.0,2109.5,,3800.5
20250510,7,6050,4526.5,412.3,,,1639.54,,412.3,7680.04,,8092.34
20250606,16,3810,85272.71,10149.92,,2267.0,344484.0,,22952.92,480598.89,,503551.81
20250526,22,8500,25446.9,,,,8926.24,,,34373.14,,34373.14
20250608,9,4500,3510.38,,,,,,,44183.54,,44183.54
20250525,5,2340,,,,,,,1027.0,14492.53,,15519.53
20250525,21,15620,5442.34,,,,,,,5442.34,,5442.34
20250601,8,3900,3046.5,360.0,,,16923.98,,38143.65,24480.53,,62624.18
20250509,12,16010,4490.5,,,,,,,4490.5,,4490.5
20250604,8,16050,172.0,941.25,,,2007.51,,17047.1,8478.06,,25525.16
20250522,12,5240,907.5,,,,16906.5,,,17814.0,,17814.0
20250604,19,3100,175501.97,9655.08,,,58415.0,,496883.01,1592600.02,,2089483.03
20250530,21,6470,22435.12,,,,1708.44,,2808.0,33922.26,,36730.26
20250519,18,6470,52877.74,,,,3573.75,,,64137.12,,64137.12
20250513,18,3000,2695.08,5531.2,,,,,5531.2,47088.08,,52619.28
20250529,9,6300,44566.09,97.0,,,7600.48,,,52263.57,,52263.57
20250524,21,4650,14962.87,,,,,,,14962.87,,14962.87
20250607,7,6000,22382.51,2427.0,,,13832.66,,2427.0,221129.75,,237930.91
20250502,1,9730,401.36,,,,,,,41588.78,,41588.78
20250507,13,2770,5454186.02,,,,,,,5454186.02,,5454186.02
20250508,13,4800,1491.0,,,,,,,1491.0,,1491.0
20250521,21,5240,432.0,,,,12308.0,,,12740.0,,12740.0
20250526,22,4330,32269.42,,,,,,,32269.42,,32269.42
20250502,8,3000,1549.48,,,,894.01,,,23873.12,,24038.07
20250505,0,3610,85.0,2152.0,16249.99,,,,18651.99,85.0,,18736.99
20250529,11,9870,208.5,170.0,,,,,,378.5,,378.5
20250601,10,6000,15802.01,1450.0,,,15737.55,,54091.12,160470.88,,223692.58
20250504,17,8500,41381.6,,,,13890.32,,,63447.63,,63447.63
20250610,13,3600,2160.0,3223.65,,,,,6816.65,2160.0,,8976.65
20250524,18,3640,645.5,,,,,,,645.5,,645.5
20250505,22,4918,2144.0,,,,11756.75,,,13900.75,,13900.75
20250509,11,9000,5615.5,659.8,,,5454.83,,1902.5,12180.13,,14082.63
20250609,2,4700,654.1,,65.0,,3489.52,,763.0,11772.77,,12535.77
20250509,6,2710,2401.0,,,,,,,33212.5,,33212.5
20250610,9,6280,98.0,,,,,,,98.0,,98.0
20250506,19,4918,2629.9,,,,43645.18,,,46275.08,,46275.08
20250529,18,3000,3342.3,7810.08,,,,,7810.08,34189.3,,41999.38
20250504,21,2710,14682.92,,,,6657.75,,,21340.67,,21340.67
20250608,6,4330,1551.5,,,,,,,1910.5,,1910.5
20250511,19,8500,35317.42,,,,10389.21,,,48458.23,,48458.23
20250603,18,11520,47113.24,111937.69,,,33935.0,,731714.6,923270.81,,1654985.41
20250523,2,6760,541.0,,,,8807.67,,,10497.73,,10497.73
20250525,6,2340,,,,,,,2714.0,16463.8,,19177.8
20250521,12,7090,80429.77,,,,,,,81390.77,,81390.77
20250531,2,3410,54.0,4289.4,,,,,,4343.4,,4343.4
20250527,13,3640,431.5,,,,,,,431.5,,431.5
20250524,14,6470,31494.16,,,,4318.83,,33955.0,48959.34,,82914.34
20250521,7,6090,1792.0,,,,2052.66,,,4867.66,,4867.66
20250528,12,11590,54706.84,5967.05,,,1723.73,,34837868.24,64195.32,,34902063.56
20250527,16,2710,7469.63,,,,5038.14,,,12507.77,,12507.77
20250610,8,6090,1318.0,,,,4994.16,,,13166.83,,13166.83
20250609,5,7090,12916.92,,,,,,,14428.92,,14428.92
20250610,17,1420,113.0,,,,,,,113.0,,113.0
20250509,16,6060,3357.5,,,,25759.5,,,194497.72,,222788.99
20250519,5,9000,8752.96,,,,,,,13314.56,,13314.56
20250606,9,8500,20995.54,768.0,,,8648.13,,8862.0,42993.17,,51855.17
20250524,11,8500,22789.35,165.0,,,13935.57,,1042.0,42027.78,,43069.78
20250611,11,6050,5895.31,7511.35,,,3197.35,,9187.35,50956.99,,62906.24
20250505,20,11520,44755.87,44499.86,,,16081.5,,522741.86,637698.68,,1160440.54
20250608,0,1290,172.5,10961.02,,,3835.22,,10961.02,68549.33,,80895.35
20250504,9,2710,8040.04,,,,1873.77,,,37105.79,,37105.79
20250515,16,4500,,,,,,,45791.0,306021.75,,351812.75
20250507,2,10200,3030.97,,,,531.0,,899.0,4698.37,,5597.37
20250514,14,4800,1467.5,,,,,,,1467.5,,1467.5
20250506,13,3640,1008.5,,,,,,,1008.5,,1008.5
20250520,20,3640,239.0,,,,,,,239.0,,239.0
20250531,16,6280,892.5,,,,,,,892.5,,892.5
20250606,18,1389,2847.5,,,,,,,2847.5,,2847.5
20250610,12,2960,2513.53,,,,633.0,,2884.01,5004.92,,7888.93
20250523,10,6050,6069.41,4899.89,,,2759.34,,9132.89,31185.66,,40694.45
20250514,20,3100,181265.86,4608.05,,9576.0,91565.0,,103283.64,635128.07,,738411.71
20250528,19,15620,5437.96,,,,,,6730.35,5437.96,,12168.31
20250508,15,6470,25963.19,,,,1768.64,,3563.0,67055.43,,70618.43
20250525,21,6050,11698.4,6773.3,,,,,6773.3,12325.13,,19098.43
20250611,8,10200,39293.51,,,,185.0,,78000.0,39478.51,,117478.51
20250506,22,2710,6581.38,,,,1654.21,,,8235.59,,8235.59
20250512,16,4918,4389.84,,,,9734.57,,,14124.41,,14124.41
20250602,5,11910,817.0,,,,,,,817.0,,817.0
20250530,1,6280,129.0,,,,,,,129.0,,129.0
20250610,7,7880,366.3,,,,735.5,,,1101.8,,1101.8
20250610,17,3200,26853.02,,,,15731.5,,4020623.7,42584.52,,4063208.22
20250514,13,4260,1749.5,,,,,,,1749.5,,1749.5
20250511,8,3000,10928.36,,,,870.04,,,42349.29,,43077.04
20250610,8,4260,19901.9,,,,,,8077.0,19901.9,,27978.9
20250529,3,3900,135.0,2512.2,,,2333.56,,4883.46,4980.76,,9864.22
20250601,0,4230,8587.63,44234.1,,,,,67901.1,44768.43,,112669.53
20250518,8,6060,2873.5,1755.0,,,3916.43,,1755.0,17381.0,,19136.0
20250523,10,3000,1806.66,2022.53,,,452.0,,2022.53,2258.66,,6829.25
20250519,12,16010,12507.12,,,,,,,12507.12,,12507.12
20250603,0,2770,1448750.06,20398.22,,,,,20398.22,1449461.06,,1469859.28
20250512,18,15620,5877.2,,,,,,4844.01,5877.2,,10721.21
20250521,18,6050,7074.0,9674.05,,,,,9674.05,37410.98,,47085.03
20250523,20,3640,108.0,,,,,,,108.0,,108.0
20250517,18,3900,8702.49,14965.51,,,14054.41,,46389.01,38761.63,,85150.64
20250531,0,9090,623.0,93376.45,,,3557.09,,199707.66,13642.09,,220703.1
20250515,23,6010,5262.5,,,,,,,5262.5,,5262.5
20250602,16,2770,11099376.6,,,,,,,11099376.6,,11099376.6
20250530,17,9870,689.0,,,,,,,689.0,,689.0
20250605,6,7750,1845.3,,,,,,,1845.3,,1845.3
20250515,9,7750,2529.4,,,,,,,2529.4,,2529.4
20250521,18,6470,29374.13,,,,10547.42,,5090.0,46120.77,,51210.77
20250503,10,6020,2341.0,,,,,,,8484.0,,8484.0
20250611,9,4260,4618.4,,,,,,11923.5,4618.4,,16541.9
20250518,10,15850,4583.9,803.0,,,6488.5,,8367.0,11875.4,,20242.4
20250528,20,16010,8021.1,,,,,,,8021.1,,8021.1
20250606,23,2770,1196726.55,,,,,,,1196726.55,,1196726.55
20250529,10,1420,324.5,,,,,,,324.5,,324.5
20250531,3,11320,5472.48,,,,2452.08,,,52128.91,,52128.91
20250528,0,3640,48.0,6238.6,,,146.25,,9788.6,938.25,,10726.85
20250508,20,8500,27120.75,,,,15880.44,,,49824.69,,49824.69
20250531,15,4918,2277.24,,,,6869.54,,,9146.78,,9146.78
20250504,4,11910,1656.0,,,,,,,1656.0,,1656.0
20250613,18,7750,2827.2,,,,,,,2827.2,,2827.2
20250516,19,4500,,,,,,,28364.0,465289.19,,493653.19
20250606,19,4500,,,,,,,27743.0,285446.35,,313189.35
20250515,8,7880,878.5,,,,610.0,,,1488.5,,1488.5
20250524,8,3100,127024.19,33714.81,,,26948.29,,65107.83,213598.65,,279721.21
20250509,6,3410,768.75,781.25,,,,,,1550.0,,1550.0
20250516,9,11910,2831.99,,,,,,4374.0,2831.99,,7205.99
20250516,14,2770,4136571.54,,,,,,,4136571.54,,4136571.54
20250519,15,5240,3408.5,,,,17213.0,,,20621.5,,20621.5
20250502,9,10200,17482.38,,,,188.5,,10600.0,17670.88,,28270.88
20250507,0,14269,,,,,,,48137.5,11025.7,,59163.2
20250601,16,4650,17387.63,,,,,,,17387.63,,17387.63
20250604,16,1330,729.0,,,,,,,729.0,,729.0
20250507,23,1420,266.0,,,,,,,266.0,,266.0
20250519,15,11840,1622.44,,,,,,,1622.44,,1622.44
20250502,23,4260,3617.05,,,,,,,3617.05,,3617.05
20250522,20,15850,3828.66,,,,9667.5,,,13496.16,,13496.16
20250530,5,4260,7331.96,,,,,,,7331.96,,7331.96
20250520,10,2710,6101.88,,,,1100.4,,,38202.04,,38202.04
20250508,16,3200,17595.26,,4181.75,,10174.5,,4986734.46,27769.76,,5014504.22
20250528,0,6400,89203.37,244682.98,238404.77,,49164.05,,713064.7,462139.87,1523.0,1180672.57
20250522,12,2770,2512064.3,,,,,,,2512064.3,,2512064.3
20250502,2,6000,7237.42,2993.0,,,16587.07,,5393.0,303082.88,,335320.13
20250513,6,4650,1726.5,,,,,,,2840.5,,2840.5
20250529,21,7750,610.9,,,,,,,610.9,,610.9
20250512,19,9730,8516.9,,,,7057.1,,,15574.0,,15574.0
20250529,9,4260,5903.4,,,,,,11140.5,5903.4,,17043.9
20250517,6,6470,5580.66,652.0,,,,,11698.0,24201.3,,35899.3
20250504,6,9000,6857.96,533.0,,,176.0,,3435.0,12412.76,,15847.76
20250604,0,11700,41181.45,7586.37,,,10068.89,,802758.8,309707.66,,1113490.46
20250508,9,7880,771.0,,,,412.0,,,1183.0,,1183.0
20250522,7,9870,601.4,,,,,,,601.4,,601.4
20250525,12,7300,81184.06,27104.72,,817.0,108130.84,,35791.72,232710.72,,272212.95
20250516,22,2960,33.3,,,,,,,33.3,,33.3
20250506,9,1330,1925.0,,,,,,,1925.0,,1925.0
20250525,3,3900,28.5,9412.94,,,1076.99,,5380.0,10518.43,,15898.43
20250606,2,7090,5465.5,2490.0,,,,,,11925.5,,11925.5
20250530,2,11850,2223.89,1971.8,,,,,,4195.69,,4195.69
20250608,18,3000,3124.8,18232.2,,,,,18232.2,58579.8,,76812.0
20250610,12,4500,654.0,,,,,,18882.8,487976.29,,506859.09
20250603,0,2060,229.5,12104.8,6568.0,,,,26781.6,22535.0,,49316.6
20250601,9,6280,663.4,,,,,,,663.4,,663.4
20250520,0,11370,20.0,30362.3,,,32007.29,,44750.3,45868.78,,90619.08
20250525,3,7300,15384.72,,,4711.0,707.4,,6394.4,29115.47,,39542.04
20250518,6,3000,1870.37,,,,752.3,,,33404.81,,38104.48
20250514,12,9910,33119.53,798.0,,,,,49026.0,115374.79,,170646.5
20250523,6,4650,2627.4,,,,,,,5304.4,,5304.4
20250602,15,4330,218205.65,,,,,,4784.0,296813.94,,301597.94
20250518,22,4918,11142.0,,,,10246.13,,,21388.13,,21388.13
20250504,7,11910,2511.48,,,,,,,2511.48,,2511.48
20250525,20,8500,45497.59,,,,9910.93,,,67331.2,,67331.2
20250605,21,3200,19960.79,,,,8495.0,,1075144.72,28455.79,,1103600.51
20250603,14,6280,332.5,,,,,,,332.5,,332.5
20250512,6,11840,95.5,,,,,,,95.5,,95.5
20250524,14,3000,2577.47,8076.65,,,,,8076.65,29285.47,,37362.12
20250521,10,3200,13715.24,,,,11591.5,,5801695.57,25306.74,,5827002.31
20250526,4,11910,2012.5,,,,,,,2012.5,,2012.5
20250519,22,5240,650.5,,,,3197.5,,,3848.0,,3848.0
20250531,14,9870,1138.5,,,,,,,1138.5,,1138.5
20250606,19,11590,45154.89,3701.5,,,2794.4,,10204742.0,52148.59,,10256890.59
20250609,23,6010,10971.81,,,,,,,11111.81,,11111.81
20250603,17,11520,27584.11,127348.77,,,34894.0,,743985.77,956811.65,,1700797.42
20250518,9,3100,144049.09,31653.95,,9576.0,36787.82,,92813.27,252805.38,,345618.65
20250527,16,6020,1534.5,,,,,,,3872.5,,3872.5
20250527,0,6280,94.5,,,,,,,3344.5,,3344.5
20250610,6,11320,11605.28,,,,19902.16,,1180542.13,67792.14,,1248334.27
20250514,15,9870,1189.05,,,,,,,1189.05,,1189.05
20250605,21,15620,6157.4,,,,,,,6157.4,,6157.4
20250601,11,2960,6010.52,,,,200.0,,,7951.94,,7951.94
20250530,18,3900,6358.12,5772.7,,,13891.73,,67023.09,22946.05,,89969.14
20250511,7,16010,3191.0,,,,,,,3191.0,,3191.0
20250524,0,4380,6155.11,32224.51,,,6095.33,,364218.51,25180.44,,389398.95
20250518,0,4450,732.0,1631.5,,,,,1631.5,4497.0,,6128.5
20250509,15,3640,919.0,,,,,,,919.0,,919.0
20250514,1,3640,22.0,,,,140.0,,,162.0,,162.0
20250509,16,9730,4458.0,,,,2172.21,,,6630.21,,6630.21
20250613,0,3940,248.5,122227.02,,34563.35,5529.65,,4456060.26,25031697.78,,29487758.04
20250506,16,9730,2319.45,,,,6359.51,,,8678.96,,8678.96
20250527,19,11590,51332.15,5256.4,,,8106.34,,23471900.41,64536.99,,23536437.4
20250508,18,11520,43654.05,24886.2,,,42008.5,,569284.36,494024.15,,1063308.51
20250509,23,3640,21.5,,,,,,,21.5,,21.5
20250520,19,4650,25181.16,,,,,,,25181.16,,25181.16
20250608,2,2340,,,,,,,199.0,11391.33,,11590.33
20250505,7,6010,4906.0,,,,322.5,,,65682.32,,65682.32
20250514,3,11850,2346.0,378.0,,,2601.05,,,5325.05,,5325.05
20250522,3,11850,2167.99,309.5,,,151.5,,,2628.99,,2628.99
20250521,13,6050,8742.0,7624.0,,,,,12071.0,36435.09,,48993.89
20250519,6,1420,17.0,,,,,,,17.0,,17.0
20250525,16,10200,27316.08,10635.35,,,,,38085.35,27316.08,,65401.43
20250530,3,3020,13800.41,5147.25,,,3774.94,,1730.0,57353.25,,59083.25
20250604,3,11320,5253.25,,,,8300.05,,,59239.37,,59239.37
20250605,11,11850,9556.78,383.0,,,,,,33003.93,,33003.93
20250516,12,2770,3526593.86,,,,,,,3526593.86,,3526593.86
20250606,9,1330,2448.65,,,,,,,2448.65,,2448.65
20250612,15,9730,2130.4,,,,6954.71,,,9085.11,,9085.11
20250610,10,8500,17326.44,461.0,,,18702.5,,1999.0,40194.94,,42193.94
20250519,7,2770,606777.67,,,,,,,606777.67,,606777.67
20250525,15,10200,41494.06,7877.16,,,,,43469.16,41494.06,,84963.22
20250610,9,3900,8034.99,4374.84,,,8590.69,,53393.47,17163.43,,70556.9
20250525,20,3200,17337.46,,,,6016.0,,336154.32,23353.46,,359507.78
20250509,14,15620,8137.0,,,,,,3783.0,8137.0,,11920.0
20250521,2,3020,11203.48,5964.0,,,2154.52,,13243.01,41587.1,,54830.11
20250502,22,6280,1608.5,,,,,,,1608.5,,1608.5
20250531,13,2710,9664.34,,,,3518.79,,,13183.13,,13183.13
